"AthenaeusUrn","HomericTextContent","HomerUrn","AlignmentUrn"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.5@πλεῖαί[1]-1.5@κλισίαι[1]","πλεῖαί τοι οἴνου κλισίαι","urn:cts:greekLit:tlg0012.tlg001.ogl01:9.71","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9.71@πλεῖαί[1]-9.71@κλισίαι[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.5@δαίνυ[1]-1.5@τοι[1]","δαίνυ δαῖτα γέρουσι ἔοικέ τοι","urn:cts:greekLit:tlg0012.tlg001.ogl01:9.70","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9.70@δαίνυ[1]-9.70@τοι[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.5@δαίνυ[1]-1.5@τοι[1]","δαῖτα θάλειαν","urn:cts:greekLit:tlg0012.tlg001.ogl01:7.475","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:7.475@δαῖτα[1]-7.475@θάλειαν[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.6@χαίρετε[1]-1.6@ἄγγελοι[1]","χαίρετε, κήρυκες, Διὸς ἄγγελοι","urn:cts:greekLit:tlg0012.tlg001.ogl01:1.334","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:1.334@χαίρετε[1]-1.334@ἄγγελοι[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.15@νώτοισι[1]-1.15@γέραιρεν[1]","νώτοισι","urn:cts:greekLit:tlg0012.tlg001.ogl01:7.321","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:7.321@νώτοισι[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.15@νώτοισι[1]-1.15@γέραιρεν[1]","γέραιρεν","urn:cts:greekLit:tlg0012.tlg001.ogl01:7.321","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:7.321@γέραιρεν[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.16@ἀρνῶν[1]-1.16@ἁρπακτῆρες[1]","ἀρνῶν ἠδ᾽ ἐρίφων ἐπιδήμιοι ἁρπακτῆρες","urn:cts:greekLit:tlg0012.tlg001.ogl01:24.262","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:24.262@ἀρνῶν[1]-24.262@ἁρπακτῆρες[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.16@Ἑλλήσποντον[1]-1.16@προσαγορεύων[1]","Ἑλλήσποντον ἰχθυόεντα","urn:cts:greekLit:tlg0012.tlg001.ogl01:9.360","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9.360@Ἑλλήσποντον[1]-9.360@ἰχθυόεντα[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.17@ὃς[1]-1.17@ἐδωδῆς[1]","ὃς δέ κ᾽ ἀνὴρ οἴνοιο κορεσσάμενος καὶ ἐδωδῆς","urn:cts:greekLit:tlg0012.tlg001.ogl01:19.167","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:19.167"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.16@αὐτὰρ[1]-1.16@ἕντο[1]","αὐτὰρ ἐπεὶ πόσιος καὶ ἐδητύος ἐξ ἔρον ἕντο","urn:cts:greekLit:tlg0012.tlg001.ogl01:1.469","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:1.469"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.17@τὸν[2]-1.17@Πράμνειον[1]","οἶνον Πράμνειον","urn:cts:greekLit:tlg0012.tlg001.ogl01:11.639","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:11.639@οἴνῳ[1]-11.639@Πραμνείῳ[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.17@καίτοι[1]-1.17@ἡγεῖται[1]","οἶνον","urn:cts:greekLit:tlg0012.tlg001.ogl01:6.264","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:6.264@οἶνον[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.17@καίτοι[1]-1.17@ἡγεῖται[1]","ἀπογυιοῦν","urn:cts:greekLit:tlg0012.tlg001.ogl01:6.265","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:6.265@ἀπογυιώσῃς[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.17@καίτοι[1]-1.17@ἡγεῖται[1]","μενεῖν","urn:cts:greekLit:tlg0012.tlg001.ogl01:6.258","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:6.264@2.58@μέν᾽[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.17@καίτοι[1]-1.17@ἡγεῖται[1]","πιεῖν","urn:cts:greekLit:tlg0012.tlg001.ogl01:6.260","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:2.260@πίῃσθα[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.17@καίτοι[1]-1.17@ἡγεῖται[1]","σπείσαντα","urn:cts:greekLit:tlg0012.tlg001.ogl01:6.259","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:6.259@σπείσῃς[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.17@καίτοι[1]-1.17@ἡγεῖται[1]","Ἕκτορος","urn:cts:greekLit:tlg0012.tlg001.ogl01:6.263","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:6.263@Ἕκτωρ[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.17@καίτοι[1]-1.17@ἡγεῖται[1]","Ἕκτορος","urn:cts:greekLit:tlg0012.tlg001.ogl01:6.254","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:6.254@τέκνον[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.17@καίτοι[1]-1.17@ἡγεῖται[1]","Ἑκάβη","urn:cts:greekLit:tlg0012.tlg001.ogl01:6.264","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:6.264@μῆτερ[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.17@καίτοι[1]-1.17@ἡγεῖται[1]","καθῃμαγμένος","urn:cts:greekLit:tlg0012.tlg001.ogl01:6.266","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:6.266@ἀνίπτοισιν[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.17@καίτοι[1]-1.17@ἡγεῖται[1]","καθῃμαγμένος","urn:cts:greekLit:tlg0012.tlg001.ogl01:6.268","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:6.268@αἵματι[1]-6.268@πεπαλαγμένον[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.17@καίτοι[1]-1.17@ἡγεῖται[1]","ἀσεβὲς ἡγεῖται","urn:cts:greekLit:tlg0012.tlg001.ogl01:6.267","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:6.267@ἅζομαι[1]-6.267@ἔστι[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.17@σὺ[1]-1.17@καθήμενος[1]","σὺ μέν πῖνε καθήμενος","urn:cts:greekLit:tlg0012.tlg001.ogl01:14.5","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:14.5@σὺ[1]-14.5@καθήμενοσ[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.17@ἐπὶ[1]-1.17@ὄψον[1]","ἐπὶ δὲ κρόμυον ποτοῦ ὄψον","urn:cts:greekLit:tlg0012.tlg001.ogl01:11.630","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:11.630@ἐπὶ[1]-11.630@ὄψον[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.17@οὐκ[1]-1.17@διέστειλε[1]","ζωρότερον κεραίρειν","urn:cts:greekLit:tlg0012.tlg001.ogl01:9.203","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9.203@ζωρότερον[1]-9.203@κέραιε[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.18@ἀλλ[1]-1.18@πιθήσας[1]","ἀλλ᾽ ἐπεὶ ἀασάμην φρεσὶ λευγαλέῃσι πιθήσας","urn:cts:greekLit:tlg0012.tlg001.ogl01:9.119","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9.119"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.18@ἢ[1]-1.18@αὐτοί[1]","ἢ οἴνῳ μεθύων, ἤ μ᾽ ἔβλαψαν θεοὶ αὐτοί,","urn:cts:greekLit:tlg0012.tlg001.ogl01:9.119a",""
"urn:cts:greekLit:tlg0008.tlg001.berti:1.18@ἱστορεῖ[1]-1.18@παραπολλύμενον[1]","Ἀχιλλέως","urn:cts:greekLit:tlg0012.tlg001.ogl01:20.75","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:20.75@Ἀχιλλεὺς[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.18@ἱστορεῖ[1]-1.18@παραπολλύμενον[1]","βουλεύεσθαι","urn:cts:greekLit:tlg0012.tlg001.ogl01:20.83","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:20.83@βουληφόρε[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.18@ἱστορεῖ[1]-1.18@παραπολλύμενον[1]","ὑπέσχετο οἰνοποτάζων","urn:cts:greekLit:tlg0012.tlg001.ogl01:20.84","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:20.84@ὑπίσχεο[1]-20.84@οἰνοποτάζων[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.18@καὶ[19]-1.18@ἔχων[1]","οἰνοβαρές, κυνὸς ὄμματ᾽ ἔχων","urn:cts:greekLit:tlg0012.tlg001.ogl01:1.225","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:1.225@οἰνοβαρές[1]-1.225@ἔχων[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.19@καὶ[2]-1.19@ἄριστον[1]","ἐσσυμένως ἐπένοντο καὶ ἐντύνοντ᾽ ἄριστον","urn:cts:greekLit:tlg0012.tlg001.ogl01:24.124","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:24.124"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.19@οἳ[1]-1.19@θωρήσσοντο[1]","οἳ δ᾽ ἄρα δεῖπνον ἕλοντο","urn:cts:greekLit:tlg0012.tlg001.ogl01:8.53","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:8.53@οἳ[1]-8.53@ἕλοντο[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.19@οἳ[1]-1.19@θωρήσσοντο[1]","ἀπὸ δ᾽ αὐτοῦ θωρήσσοντο","urn:cts:greekLit:tlg0012.tlg001.ogl01:8.54","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:8.54@ἀπὸ[1]-8.53@θωρήσσοντο[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.20@τῷ[2]-1.20@τράπεζα[2]","ἔσθων καὶ πίνων, ἔτι καὶ παρέκειτο τράπεζα","urn:cts:greekLit:tlg0012.tlg001.ogl01:24.476","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:24.476"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.20@τῷ[2]-1.20@τράπεζα[3]","ἔσθων καὶ πίνων ἔτι, καὶ παρέκειτο τράπεζα","urn:cts:greekLit:tlg0012.tlg001.ogl01:24.476","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:24.476"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.21@χαῖρ᾽[1]-1.21@ἐπιδευεῖς[1]","χαῖρ᾽ Ἀχιλεῦ, δαιτὸς μὲν ἐίσης οὐκ ἐπιδευεῖς","urn:cts:greekLit:tlg0012.tlg001.ogl01:9.225","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9.225"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.21@αὐτοὺς[1]-1.21@δαῖτα[6]","αὐτοὺς δὲ ἑλώρια τεῦχε κύνεσσιν","urn:cts:greekLit:tlg0012.tlg001.ogl01:1.4","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:1.4@αὐτοὺς[1]-1.4@κύνεσσιν[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.21@αὐτοὺς[1]-1.21@δαῖτα[6]","οἰωνοῖσί τε δαῖτα","urn:cts:greekLit:tlg0012.tlg001.ogl01:1.5","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:1.5@οἰωνοῖσί[1]-1.5@πᾶσι[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.22@ἦ[2]-1.22@κυβιστᾷ[1]","ἦ μάλ᾽ ἐλαφρὸς ἀνήρ ὃς ῥεῖα κυβιστᾷ","urn:cts:greekLit:tlg0012.tlg001.ogl01:16.745","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:1.4@ἦ[1]-1.5@κυβιστᾷ[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.22@πολλοὺς[1]-1.22@διφῶντα[1]","πολλοὺς ἂν κορέσαι τήθεα διφῶντα","urn:cts:greekLit:tlg0012.tlg001.ogl01:16.747","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:16.747"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.23@ἐπιστέφονται[1]-1.23@τιθέμενοι[1]","ἐπιστέφονται","urn:cts:greekLit:tlg0012.tlg001.ogl01:1.470","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:1.470@ἐπεστέψαντο[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.23@ἐπιστέφονται[1]-1.23@τιθέμενοι[1]","ποτοῖο","urn:cts:greekLit:tlg0012.tlg001.ogl01:1.470","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:1.470@ποτοῖο[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.23@ἐπιστέφονται[1]-1.23@τιθέμενοι[1]","κρητῆρες","urn:cts:greekLit:tlg0012.tlg001.ogl01:1.470","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:1.470@κρητῆρας[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.23@ἐπιστέφονται[1]-1.23@τιθέμενοι[1]","ἐπιστεφανοῦσθαι","urn:cts:greekLit:tlg0012.tlg001.ogl01:1.470","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:1.470@ἐπεστέψαντο[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.23@κοῦροι[1]-1.23@ἀνδράσιν[1]","κοῦροι","urn:cts:greekLit:tlg0012.tlg001.ogl01:1.470","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:1.470@κοῦροι"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.23@κοῦροι[1]-1.23@ἀνδράσιν[1]","πᾶσιν ἐπαρξάμενοι δεπάεσσι","urn:cts:greekLit:tlg0012.tlg001.ogl01:1.471","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:1.471@πᾶσιν[1]-1.471@δεπάεσσι[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.23@κοῦροι[1]-1.23@ἀνδράσιν[1]","πᾶσιν","urn:cts:greekLit:tlg0012.tlg001.ogl01:1.471","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:1.471@πᾶσιν[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.23@Τυδείδης[1]-1.23@τιμᾶται[1]","κρέασι πλείοις δεπάεσσι","urn:cts:greekLit:tlg0012.tlg001.ogl01:8.162","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:8.162@κρέασίν[1]-8.162@δεπάεσσι[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.23@οἱ[1]-1.23@Ἀχιλλέα[1]","χρυσέοις δεπάεσσι","urn:cts:greekLit:tlg0012.tlg001.ogl01:4.3","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:4.3@χρυσέοις[1]-4.3@δεπάεσσι[1"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.23@οἱ[1]-1.23@Ἀχιλλέα[1]","δειδέχατ᾽ ἀλλήλουσ","urn:cts:greekLit:tlg0012.tlg001.ogl01:4.4","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:4.4@δειδέχατ᾽[1]-4.4@ἀλλήλους[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.23@Ἀγαμέμνων[1]-1.23@τιμᾷ[1]","πλείῳ δέπᾳ","urn:cts:greekLit:tlg0012.tlg001.ogl01:4.262","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:4.262@πλεῖον[1]-4.262@δέπας[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.23@Μενέλαος[1]-1.23@κρέασιν[1]","τιμᾶται","urn:cts:greekLit:tlg0012.tlg001.ogl01:12.310","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:12.310@τετιμήμεσθα[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.23@Μενέλαος[1]-1.23@κρέασιν[1]","ἕδρῃ κρέασιν","urn:cts:greekLit:tlg0012.tlg001.ogl01:12.311","rn:cts:greekLit:tlg0012.tlg001.perseus-grc1:12.311@ἕδρῃ[1]-12.311@κρέασίν[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.23@καὶ[6]-1.23@γεραίρεται[1]","Αἴας νώτοισι διηνεκέεσσι γεραίρεται","urn:cts:greekLit:tlg0012.tlg001.ogl01:7.321","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:7.321"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.23@οἱ[5]-1.23@Ἀχιλλέα[1]","δείδεκτ᾽ Ἀχιλλέα","urn:cts:greekLit:tlg0012.tlg001.ogl01:9.224","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9.224@δείδεκτ᾽[1]-9.224@Ἀχιλῆα[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.27@οἶδε[1]-1.27@ἔσκαιρον[1]","παιδὸς","urn:cts:greekLit:tlg0012.tlg001.ogl01:18.569","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18.569@πάϊς[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.27@οἶδε]-1.27@ἔσκαιρον[1]","κιθαρίζοντος","urn:cts:greekLit:tlg0012.tlg001.ogl01:18.570","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18.570@κιθάριζε[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.27@οἶδε[1]-1.27@ἔσκαιρον[1]","μολπῇ τε ἔσκαιρον","urn:cts:greekLit:tlg0012.tlg001.ogl01:18.572","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18.572@μολπῇ[1]-18.572@σκαίροντες[1] "
"urn:cts:greekLit:tlg0008.tlg001.berti:1.28@ὁ[1]-1.28@ἐνοπὴν[1]","αὐλῶν συρίγγων τ᾽ ἐνοπὴν","urn:cts:greekLit:tlg0012.tlg001.ogl01:10.13","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:10.13@αὐλῶν[1]-10.13@ἐνοπὴν[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.28@πλὴν[1]-1.28@μνημονεύει[1]","αὐλῶν","urn:cts:greekLit:tlg0012.tlg001.ogl01:18.495","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18.495@αὐλοὶ[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.29@δυνατωτάτη[1]-1.29@ἀυτμή[1]","κινυμένου Διὸς χαλκοβατὲς","urn:cts:greekLit:tlg0012.tlg001.ogl01:14.173","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:14.173@κινυμένοιο[1]-14.173@χαλκοβατὲς[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.29@δυνατωτάτη[1]-1.29@ἀυτμή[1]","ἔμπης εἰς γαῖάν τε καὶ οὐρανὸν ἵκετ᾽ ἀυτμή","urn:cts:greekLit:tlg0012.tlg001.ogl01:14.174","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:14.174"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.31@ἐς[1]-1.28@εὐτρεπίζει[1]","Πάτροκλος","urn:cts:greekLit:tlg0012.tlg001.ogl01:9.211","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9.211@Μενοιτιάδης[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.31@ἐς[1]-1.28@εὐτρεπίζει[1]","Πάτροκλος","urn:cts:greekLit:tlg0012.tlg001.ogl01:9.216","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9.216@Πάτροκλος[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.31@ἐς[1]-1.28@εὐτρεπίζει[1]","Ἀχιλλεὺς","urn:cts:greekLit:tlg0012.tlg001.ogl01:9.209","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9.209@Ἀχιλλεύς[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.31@ἐς[1]-1.28@εὐτρεπίζει[1]","Ἀχιλλεὺς","urn:cts:greekLit:tlg0012.tlg001.ogl01:9.217","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9.217@Ἀχιλλεύς[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.31@ἐν[6]-1.28@Λιταῖς[1]","Λιταῖς","urn:cts:greekLit:tlg0012.tlg001.ogl01:9","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.33@Ὅμηρος[1]-1.33@στίλβων[1]","κάλλει στίλβων","urn:cts:greekLit:tlg0012.tlg001.ogl01:3.392","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:3.392@κάλλεΐ[1]-3.392@στίλβων[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.33@φησὶ[2]-1.33@δέδηε[1]","πάντῃ γάρ σε περὶ στέφανος πολέμοιο δέδηε","urn:cts:greekLit:tlg0012.tlg001.ogl01:13.736","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:13.736"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.43@φησὶ[1]-1.43@πάσασθαι[2]","οὐκ ἤθελον ἅμ᾽ ἄλλῳ","urn:cts:greekLit:tlg0012.tlg001.ogl01:9.486","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9.486@οὐκ[1]-9.486@ἄλλῳ[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.43@φησὶ[1]-1.43@πάσασθαι[2]","ἐν μεγάροισι πάσασθαι","urn:cts:greekLit:tlg0012.tlg001.ogl01:9.487","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9.487@ἐν[1]-9.487@πάσασθαι[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.43@καὶ[2]-1.43@πασάμην[1]","νῦν δὴ καὶ σίτου πασάμην","urn:cts:greekLit:tlg0012.tlg001.ogl01:24.641","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:24.641@νῦν δὴ[1]-24.641@πασάμην[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.43@καὶ[6]-1.43@ἀκοντίζουσιν[1]","πυργηδὸν σφέας αὐτοὺς ἀρτύνουσι","urn:cts:greekLit:tlg0012.tlg001.ogl01:12.43","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:12.43@πυργηδὸν[1]-12.43@ἀρτύναντες[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.44@καὶ[6]-1.44@ἀκοντίζουσιν[1]","ἀντίον ἱστάμενοι ἀκοντίζουσιν","urn:cts:greekLit:tlg0012.tlg001.ogl01:12.44","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:12.44@ἀντίον[1]-12.44@ἀκοντίζουσι[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.44@οἱ[2]-1.44@μηρούς[1]","ἱδρῶ πολλὸν ἀπενίζοντο θαλάσσῃ","urn:cts:greekLit:tlg0012.tlg001.ogl01:10.572","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:10.572@ἱδρῶ[1]-10.572@θαλάσσῃ[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.44@οἱ[2]-1.44@μηρούς[1]","κνήμας ἠδὲ λόφον ἀμφί τε μηρούς","urn:cts:greekLit:tlg0012.tlg001.ogl01:10.573","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:10.573@κνήμας[1]-10.571@μηρούς[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.44@ἐς[1]-1.44@ἐφιζανέτην[1]","ἐς ἀσαμίνθους βάντες ἐυξέστας λούσαντο","urn:cts:greekLit:tlg0012.tlg001.ogl01:10.576","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:10.576"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.44@ἐς[1]-1.44@ἐφιζανέτην[1]","καὶ ἀλειψάμενοι λίπ᾽ ἐλαίῳ","urn:cts:greekLit:tlg0012.tlg001.ogl01:10.577","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:10.577@καὶ[1]-10.577@ἐλαίῳ[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.44@ἐς[1]-1.44@ἐφιζανέτην[1]","δείπνῳ ἐφιζανέτην","urn:cts:greekLit:tlg0012.tlg001.ogl01:10.578","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:10.578@δείπνῳ[1]-10.578@ἐφιζανέτην[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.45@ἀλλὰ[1]-1.45@ὄψον[1]","δὲ κρόμυον ποτοῦ ὄψον","urn:cts:greekLit:tlg0012.tlg001.ogl01:11.630","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:11.630@δὲ[1]-11.630@ὄψον[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.46@ὡς[2]-1.46@σιάλοιο[1]","ὡς δὲ λέβης ζεῖ","urn:cts:greekLit:tlg0012.tlg001.ogl01:21.362","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:21.362@ὡς[1]-21.362@ζεῖ[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.46@ὡς[2]-1.46@σιάλοιο[1]","κνίσσῃ μελδόμενος ἁπαλοτρεφέος σιάλοιο","urn:cts:greekLit:tlg0012.tlg001.ogl01:21.363","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:21.363"
"urn:cts:greekLit:tlg0008.tlg001.berti:1.56@νῆες[1]-1.56@ἄγουσαι[1]","νῆες δ᾽ ἐκ Λήμνοιο παρέστασαν οἶνον ἄγουσαι","urn:cts:greekLit:tlg0012.tlg001.ogl01:7.467","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:7.467"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.1@παρετυμολογῶν[1]-2.1@πίῃσθα[1]","ἔπειτα δὲ καὐτὸς ὀνήσεαι, αἴ κε πίῃσθα","urn:cts:greekLit:tlg0012.tlg001.ogl01:6.260","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:6.260@ἔπειτα[1]-6.260@πίῃσθα[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.6@ἕπτ᾽[1]-2.6@τρίποδας[1]", "ἕπτ᾽ ἀπύρους τρίποδας", "urn:cts:greekLit:tlg0012.tlg001.ogl01:9.122","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9.122@ἔπειτα[1]-9.122@πίῃσθα[1]"
"urn:cts:greekLit:tlg0008.tlg001.berti:2.8@ὁ[2]-2.8@οἶδεν[1]", "νέκταρ",  "urn:cts:greekLit:tlg0012.tlg001.ogl01:4.3","urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:4.3@νέκταρ[1]"
